species	assembly	level	assembly_length	assembly_ungapped_length	tolid	p	k	Homozygous_aa_min	Homozygous_aa_max	Heterozygous_ab_min	Heterozygous_ab_max	Genome_Haploid_Length_min_bp	Genome_Haploid_Length_max_bp	Genome_Repeat_Length_min_bp	Genome_Repeat_Length_max_bp	Genome_Unique_Length_min_bp	Genome_Unique_Length_max_bp	Model_Fit_min_percent	Model_Fit_max_percent	Read_Error_Rate_min_percent	Read_Error_Rate_max_percent	collection_location	ID Number	Project	Higher Group	Family	Genus	Species	Standard	Buffer	mean1	mean2	cv1	cv2	ratio	ave.sample	ave.standard	GS pg (2C) replicate	GS pg (2C)	GS pg (1C)	1C/Gbp	cv.sample	cv.standard	SD(R).sample	STDV(GS)	measured by	Date	DToL Specimen ID	Previous estimate (2C) (prime*)	Comments on DToL sample	V30	V31	V32	V33	V34
Schoenoplectus triqueter	lpSchTriq1.1 alternate haplotype	Contig	84621132	84621132	lpSchTriq1	2	31	99.8936	99.9137	0.0863106	0.106378	591032730	591928310	223390263	223728762	367642467	368199549	81.7263	98.228	0.141361	0.141361	RBGK	MC9219	DTOL	Angiosperm	Cyperaceae	Schoenoplectus	triqueter	<Petro	OXPRO	138.81	435.72	3.92	2.81	3.139	144.82	447.32	1.43	1.46	0.73	0.71	4.66	2.7	0.048	0.023	Robyn Powell	2020-06-30	KDTOL10283	-	""	""	""	""	""	""
Schoenus nigricans	lpSchNigr1.hap2.1	Scaffold	771983392	771937192	lpSchNigr1	2	31	99.0901	99.1171	0.882943	0.909931	848013906	849908718	498386303	499499903	349627603	350408814	80.5077	93.5928	0.0866067	0.0866067	RBGK	MC9390	DTOL	Angiosperm	Cyperaceae	Schoenus	nigricans	>Solanum	GPB3%PVP	487.33	549.35	3.36	3.1	1.127	556.02	494.75	2.25	2.25	1.12	1.1	2.75	3.14	0.021	0.007	Sahr Mian		""	-	""	""	""	""	""	""
Schoenus nigricans	lpSchNigr1.hap1.1	Chromosome	777872366	777827766	lpSchNigr1	2	31	99.0901	99.1171	0.882943	0.909931	848013906	849908718	498386303	499499903	349627603	350408814	80.5077	93.5928	0.0866067	0.0866067	RBGK	MC9390	DTOL	Angiosperm	Cyperaceae	Schoenus	nigricans	>Solanum	GPB3%PVP	487.33	549.35	3.36	3.1	1.127	556.02	494.75	2.25	2.25	1.12	1.1	2.75	3.14	0.021	0.007	Sahr Mian		""	-	""	""	""	""	""	""
Scirpus sylvaticus	lpSciSylv1.hap1.1	Chromosome	320827370	320789570	lpSciSylv1	2	31	99.8639	99.8885	0.111457	0.136103	351137835	351824172	110650473	110866751	240487362	240957421	81.6292	95.8011	0.127679	0.127679	RBGE	DMR384	DTOL	Angiosperm	Cyperaceae	Scirpus	sylvaticus	<Solanum	Galbraith	149.39	380.58	4.45	2.61	2.548	144.14	366.16	0.78	0.78	0.39	0.38	4.5	2.57	0.007	0.002	Nacho	2020-08-25	""	2C = 0.90pg	""	""	""	""	""	""
Scirpus sylvaticus	lpSciSylv1.hap1.2	Chromosome	320827370	320789570	lpSciSylv1	2	31	99.8639	99.8885	0.111457	0.136103	351137835	351824172	110650473	110866751	240487362	240957421	81.6292	95.8011	0.127679	0.127679	RBGE	DMR384	DTOL	Angiosperm	Cyperaceae	Scirpus	sylvaticus	<Solanum	Galbraith	149.39	380.58	4.45	2.61	2.548	144.14	366.16	0.78	0.78	0.39	0.38	4.5	2.57	0.007	0.002	Nacho	2020-08-25	""	2C = 0.90pg	""	""	""	""	""	""
Scirpus sylvaticus	lpSciSylv1.hap2.1	Scaffold	314722181	314694981	lpSciSylv1	2	31	99.8639	99.8885	0.111457	0.136103	351137835	351824172	110650473	110866751	240487362	240957421	81.6292	95.8011	0.127679	0.127679	RBGE	DMR384	DTOL	Angiosperm	Cyperaceae	Scirpus	sylvaticus	<Solanum	Galbraith	149.39	380.58	4.45	2.61	2.548	144.14	366.16	0.78	0.78	0.39	0.38	4.5	2.57	0.007	0.002	Nacho	2020-08-25	""	2C = 0.90pg	""	""	""	""	""	""
Scirpus sylvaticus	lpSciSylv1.hap2.2	Scaffold	314722181	314694981	lpSciSylv1	2	31	99.8639	99.8885	0.111457	0.136103	351137835	351824172	110650473	110866751	240487362	240957421	81.6292	95.8011	0.127679	0.127679	RBGE	DMR384	DTOL	Angiosperm	Cyperaceae	Scirpus	sylvaticus	<Solanum	Galbraith	149.39	380.58	4.45	2.61	2.548	144.14	366.16	0.78	0.78	0.39	0.38	4.5	2.57	0.007	0.002	Nacho	2020-08-25	""	2C = 0.90pg	""	""	""	""	""	""
Scutellaria galericulata	daScuGale1.1 alternate haplotype	Contig	12118684	12118684	daScuGale1	2	31	99.968	100	0	0.032031	397406669	398435340	172778402	173225632	224628267	225209708	83.2056	96.9962	0.115201	0.115201	MSB	71048	DTOL	Angiosperm	Lamiaceae	Scutellaria	galericulata	<Solanum	GPB3%PVPBmet	284.65	707.99	4.72	3.13	2.487	307.15	747.89	0.8	0.82	0.41	0.4	3.98	2.9	0.045	0.015	Sahr Mian	2020-07-22	KDTOL10114	No previous estimate	""	""	""	""	""	""
Scutellaria galericulata	daScuGale1.1	Chromosome	327661284	327655884	daScuGale1	2	31	99.968	100	0	0.032031	397406669	398435340	172778402	173225632	224628267	225209708	83.2056	96.9962	0.115201	0.115201	MSB	71048	DTOL	Angiosperm	Lamiaceae	Scutellaria	galericulata	<Solanum	GPB3%PVPBmet	284.65	707.99	4.72	3.13	2.487	307.15	747.89	0.8	0.82	0.41	0.4	3.98	2.9	0.045	0.015	Sahr Mian	2020-07-22	KDTOL10114	No previous estimate	""	""	""	""	""	""
Scutellaria minor	daScuMino1.1 alternate haplotype	Contig	3723434	3723434	daScuMino1	2	31	99.9395	99.958	0.0420123	0.060522	378377424	378931120	132811285	133005634	245566139	245925486	84.2925	96.4004	0.181348	0.181348	MSB	678632	DTOL	Angiosperm	Lamiaceae	Scutellaria	minor	<Solanum	GPB3%PVPBmet	298.80	711.92	3.8	2.74	2.383	318.2	743.14	0.84	0.86	0.43	0.42	3.55	2.73	0.041	0.015	Sahr Mian	2020-07-22	KDTOL10113	No previous estimate	""	""	""	""	""	""
Scutellaria minor	daScuMino1.1	Chromosome	341752472	341751272	daScuMino1	2	31	99.9395	99.958	0.0420123	0.060522	378377424	378931120	132811285	133005634	245566139	245925486	84.2925	96.4004	0.181348	0.181348	MSB	678632	DTOL	Angiosperm	Lamiaceae	Scutellaria	minor	<Solanum	GPB3%PVPBmet	298.80	711.92	3.8	2.74	2.383	318.2	743.14	0.84	0.86	0.43	0.42	3.55	2.73	0.041	0.015	Sahr Mian	2020-07-22	KDTOL10113	No previous estimate	""	""	""	""	""	""
Sedum acre	drSedAcre1.hap1.1	Chromosome	643032966	642970566	drSedAcre1	4	31					583925283	587488024	287083490	288835091	296841793	298652933	82.7505	95.0663	0.0928405	0.0928405	RBGE	DMR334	DTOL	Angiosperm	Crassulaceae	Sedum	acre	<Petro	GPB3%PVP	212.62	320.24	5.62	4.75	1.506	213.58	322.44	2.99	2.98	1.49	1.46	5.4	4.51	0.003	0.006	Nacho	2020-06-16	""	""	Endopolyploid:2C 4C and 8C	""	""	""	""	""
Sedum acre	drSedAcre1.hap2.1	Chromosome	666176718	666097518	drSedAcre1	4	31					583925283	587488024	287083490	288835091	296841793	298652933	82.7505	95.0663	0.0928405	0.0928405	RBGE	DMR334	DTOL	Angiosperm	Crassulaceae	Sedum	acre	<Petro	GPB3%PVP	212.62	320.24	5.62	4.75	1.506	213.58	322.44	2.99	2.98	1.49	1.46	5.4	4.51	0.003	0.006	Nacho	2020-06-16	""	""	Endopolyploid:2C 4C and 8C	""	""	""	""	""
Senecio squalidus	dSenSqu2.1 alternate haplotype	Scaffold	161158903	161158873	daSenSqul1	2	31	98.5935	98.6401	1.35992	1.4065	588775356	592866637	363085574	365608582	225689782	227258055	75.7466	94.6591	0.130432	0.130432	RBGE	DMR295	DTOL	Angiosperm	Asteraceae	Senecio	squalidus	>Oryza	OXPRO	213.36	385.43	2.69	2.32	1.806	387.07	215.25	1.81	1.8	0.9	0.88	2.17	2.75	0.008	0.008	Nacho	2020-05-12	""	""	""	""	""	""	""	""
Senecio squalidus	dSenSqu2.1	Scaffold	652011524	651392301	daSenSqul1	2	31	98.5935	98.6401	1.35992	1.4065	588775356	592866637	363085574	365608582	225689782	227258055	75.7466	94.6591	0.130432	0.130432	RBGE	DMR295	DTOL	Angiosperm	Asteraceae	Senecio	squalidus	>Oryza	OXPRO	213.36	385.43	2.69	2.32	1.806	387.07	215.25	1.81	1.8	0.9	0.88	2.17	2.75	0.008	0.008	Nacho	2020-05-12	""	""	""	""	""	""	""	""
Senecio sylvaticus	daSenSylv1.hap1.1	Chromosome	1815561282	1815496982	daSenSylv1	4	31					928745408	933338019	504125405	506618286	424620004	426719733	73.5299	92.8993	0.090476	0.090476	RBGK	MC9386	DTOL	Angiosperm	Asteraceae	Senecio	sylvaticus	<Pisum	GPB3%PVP	156.81	329.69	2.43	2.6	2.103	158.08	329.02	4.32	4.37	2.18	2.14	2.79	2.54	0.011	0.092	Sahr Mian		""	-	""	""	""	""	""	""
Senecio sylvaticus	daSenSylv1.hap2.1	Chromosome	1770530336	1770465936	daSenSylv1	4	31					928745408	933338019	504125405	506618286	424620004	426719733	73.5299	92.8993	0.090476	0.090476	RBGK	MC9386	DTOL	Angiosperm	Asteraceae	Senecio	sylvaticus	<Pisum	GPB3%PVP	156.81	329.69	2.43	2.6	2.103	158.08	329.02	4.32	4.37	2.18	2.14	2.79	2.54	0.011	0.092	Sahr Mian		""	-	""	""	""	""	""	""
Senecio viscosus	daSenVisc1.hap1.1	Chromosome	2015832850	2015645250	daSenVisc1	2	31	85.6839	99.8532	0.146805	14.3161	1053045086	1056659762	635665317	637847298	417379769	418812464	68.682	88.5724	0.117323	0.117323	RBGE	DMR356	DTOL	Angiosperm	Asteraceae	Senecio	viscosus	>Solanum	GPB3%PVP	210.6	460.4	3.57	2.26	2.186	471.02	216.8	2.06	2.07	1.04	1.01	1.85	2.91	0.01	0.013	Nacho	2020-07-31	""	2C = 3.10pg	""	""	""	""	""	""
Senecio viscosus	daSenVisc1.hap2.1	Scaffold	1989935405	1989766205	daSenVisc1	2	31	85.6839	99.8532	0.146805	14.3161	1053045086	1056659762	635665317	637847298	417379769	418812464	68.682	88.5724	0.117323	0.117323	RBGE	DMR356	DTOL	Angiosperm	Asteraceae	Senecio	viscosus	>Solanum	GPB3%PVP	210.6	460.4	3.57	2.26	2.186	471.02	216.8	2.06	2.07	1.04	1.01	1.85	2.91	0.01	0.013	Nacho	2020-07-31	""	2C = 3.10pg	""	""	""	""	""	""
Sherardia arvensis	daSheArve1.1 alternate haplotype	Contig	7823536	7823536	daSheArve1	2	31	99.8309	99.8614	0.138646	0.169088	466926632	468283667	197534080	198108176	269392551	270175491	78.5316	93.8312	0.111143	0.111143	RBGK	MC9177	DTOL	Angiosperm	Rubiaceae	Sherardia	arvensis	<Petro	OXPRO	109.06	403.77	4.11	2.28	3.702	111.66	421.72	1.22	1.19	0.6	0.58	4.43	2.86	0.072	0.023	Sahr Mian	2020-05-10	KDTOL10195	-	""	""	""	""	""	""
Sherardia arvensis	daSheArve1.1	Chromosome	440939310	440934910	daSheArve1	2	31	99.8309	99.8614	0.138646	0.169088	466926632	468283667	197534080	198108176	269392551	270175491	78.5316	93.8312	0.111143	0.111143	RBGK	MC9177	DTOL	Angiosperm	Rubiaceae	Sherardia	arvensis	<Petro	OXPRO	109.06	403.77	4.11	2.28	3.702	111.66	421.72	1.22	1.19	0.6	0.58	4.43	2.86	0.072	0.023	Sahr Mian	2020-05-10	KDTOL10195	-	""	""	""	""	""	""
Solanum dulcamara	daSolDulc1.1 alternate haplotype	Contig	936725992	936725992	daSolDulc1	2	31	99.4046	99.436	0.564032	0.595426	1089089377	1091985808	437039068	438201372	652050309	653784436	83.1532	97.7881	0.16559	0.16559	Offsite	MC9032	DTOL	Angiosperm	Solanaceae	Solanum	dulcamara	<Petro	GPB3%PVPBmet	324.08	593.98	2.7	2.16	1.833	331.84	603.8	2.46	2.47	1.24	1.21	2.62	2.08	0.013	0.017	Sahr Mian	2020-01-09	KDTOL10035	1.6 (1983) 2.20 (2013)* 2.30 (1984) 2.30 (2012)	""	""	""	""	""	""
Solanum dulcamara	daSolDulc1.1	Chromosome	946374739	946360839	daSolDulc1	2	31	99.4046	99.436	0.564032	0.595426	1089089377	1091985808	437039068	438201372	652050309	653784436	83.1532	97.7881	0.16559	0.16559	Offsite	MC9032	DTOL	Angiosperm	Solanaceae	Solanum	dulcamara	<Petro	GPB3%PVPBmet	324.08	593.98	2.7	2.16	1.833	331.84	603.8	2.46	2.47	1.24	1.21	2.62	2.08	0.013	0.017	Sahr Mian	2020-01-09	KDTOL10035	1.6 (1983) 2.20 (2013)* 2.30 (1984) 2.30 (2012)	""	""	""	""	""	""
Solanum dulcamara	daSolDulc1.2 alternate haplotype	Contig	936850355	936850355	daSolDulc1	2	31	99.4046	99.436	0.564032	0.595426	1089089377	1091985808	437039068	438201372	652050309	653784436	83.1532	97.7881	0.16559	0.16559	Offsite	MC9032	DTOL	Angiosperm	Solanaceae	Solanum	dulcamara	<Petro	GPB3%PVPBmet	324.08	593.98	2.7	2.16	1.833	331.84	603.8	2.46	2.47	1.24	1.21	2.62	2.08	0.013	0.017	Sahr Mian	2020-01-09	KDTOL10035	1.6 (1983) 2.20 (2013)* 2.30 (1984) 2.30 (2012)	""	""	""	""	""	""
Solanum dulcamara	daSolDulc1.2	Chromosome	946304905	946291005	daSolDulc1	2	31	99.4046	99.436	0.564032	0.595426	1089089377	1091985808	437039068	438201372	652050309	653784436	83.1532	97.7881	0.16559	0.16559	Offsite	MC9032	DTOL	Angiosperm	Solanaceae	Solanum	dulcamara	<Petro	GPB3%PVPBmet	324.08	593.98	2.7	2.16	1.833	331.84	603.8	2.46	2.47	1.24	1.21	2.62	2.08	0.013	0.017	Sahr Mian	2020-01-09	KDTOL10035	1.6 (1983) 2.20 (2013)* 2.30 (1984) 2.30 (2012)	""	""	""	""	""	""
Solanum nigrum	daSolNigr1.hap1.1	Chromosome	2975022173	2974898358	daSolNigr1	2	31	93.2358	95.8994	4.10059	6.76424	1635439712	1644894483	1079944335	1086187688	555495376	558706795	65.7061	84.9033	0.0915524	0.0915524	RBGK	MC9436	DTOL	Angiosperm	Solanaceae	Solanum	nigrum	>Petro	GPB3%PVP	236.35	389.12	2.09	2.33	1.646	392.05	237.66	7.41	7.42	3.71	3.63	2.43	2.17	0.003	0.013	Sahr Mian		""	6.20	""	""	""	""	""	""
Solanum nigrum	daSolNigr1.hap2.1	Scaffold	2885421000	2885310985	daSolNigr1	2	31	93.2358	95.8994	4.10059	6.76424	1635439712	1644894483	1079944335	1086187688	555495376	558706795	65.7061	84.9033	0.0915524	0.0915524	RBGK	MC9436	DTOL	Angiosperm	Solanaceae	Solanum	nigrum	>Petro	GPB3%PVP	236.35	389.12	2.09	2.33	1.646	392.05	237.66	7.41	7.42	3.71	3.63	2.43	2.17	0.003	0.013	Sahr Mian		""	6.20	""	""	""	""	""	""
Solidago canadensis	daSolCann1.hap1.1	Chromosome	812059780	811975580	daSolCann1	4	31					818333055	826791707	473202913	478094148	345130142	348697559	75.0735	95.9065	0.10062	0.10062																																		
Solidago canadensis	daSolCann1.hap2.1	Scaffold	2462234288	2461959688	daSolCann1	4	31					818333055	826791707	473202913	478094148	345130142	348697559	75.0735	95.9065	0.10062	0.10062																																		
Sparganium emersum	lpSpaEmer1.hap2.1	Scaffold	506263371	506215771	lpSpaEmer1	2	31	99.6595	99.6856	0.314427	0.340494	502182590	503443108	194428393	194916423	307754197	308526684	81.9403	98.0606	0.0823088	0.0823088	RBGE	DMR373	DTOL	Angiosperm	Typhaceae	Sparganium	emersum	<Solanum	GPB3%PVP	177.6	288.68	5.47	3.78	1.625	183.17	295.43	1.22	1.23	0.61	0.6	5.25	3.74	0.012	0.009	Nacho	2020-08-17	""	""	""	""	""	""	""	""
Sparganium emersum	lpSpaEmer1.hap2.2	Scaffold	506263371	506215771	lpSpaEmer1	2	31	99.6595	99.6856	0.314427	0.340494	502182590	503443108	194428393	194916423	307754197	308526684	81.9403	98.0606	0.0823088	0.0823088	RBGE	DMR373	DTOL	Angiosperm	Typhaceae	Sparganium	emersum	<Solanum	GPB3%PVP	177.6	288.68	5.47	3.78	1.625	183.17	295.43	1.22	1.23	0.61	0.6	5.25	3.74	0.012	0.009	Nacho	2020-08-17	""	""	""	""	""	""	""	""
Sparganium emersum	lpSpaEmer1.hap1.1	Chromosome	501115767	501065967	lpSpaEmer1	2	31	99.6595	99.6856	0.314427	0.340494	502182590	503443108	194428393	194916423	307754197	308526684	81.9403	98.0606	0.0823088	0.0823088	RBGE	DMR373	DTOL	Angiosperm	Typhaceae	Sparganium	emersum	<Solanum	GPB3%PVP	177.6	288.68	5.47	3.78	1.625	183.17	295.43	1.22	1.23	0.61	0.6	5.25	3.74	0.012	0.009	Nacho	2020-08-17	""	""	""	""	""	""	""	""
Sparganium emersum	lpSpaEmer1.hap1.2	Chromosome	501115767	501065967	lpSpaEmer1	2	31	99.6595	99.6856	0.314427	0.340494	502182590	503443108	194428393	194916423	307754197	308526684	81.9403	98.0606	0.0823088	0.0823088	RBGE	DMR373	DTOL	Angiosperm	Typhaceae	Sparganium	emersum	<Solanum	GPB3%PVP	177.6	288.68	5.47	3.78	1.625	183.17	295.43	1.22	1.23	0.61	0.6	5.25	3.74	0.012	0.009	Nacho	2020-08-17	""	""	""	""	""	""	""	""
Sparganium erectum	lpSpaErec1.hap2.1	Scaffold	470300028	470280428	lpSpaErec1	2	31	99.7351	99.7519	0.248116	0.264872	475618238	476323576	200978442	201276492	274639795	275047084	87.0477	96.4829	0.17466	0.17466	RBGK	MC9230	DTOL	Angiosperm	Typhaceae	Sparganium	erectum	<Petro	OXPRO	128.07	490.11	3.91	2.85	3.827	131.06	495.39	1.18	1.19	0.6	0.58	4.15	3.13	0.044	0.014	Robyn Powell	2020-06-30	KDTOL10294	-	""	""	""	""	""	""
Sparganium erectum	lpSpaErec1.hap2.2	Scaffold	470300028	470280428	lpSpaErec1	2	31	99.7351	99.7519	0.248116	0.264872	475618238	476323576	200978442	201276492	274639795	275047084	87.0477	96.4829	0.17466	0.17466	RBGK	MC9230	DTOL	Angiosperm	Typhaceae	Sparganium	erectum	<Petro	OXPRO	128.07	490.11	3.91	2.85	3.827	131.06	495.39	1.18	1.19	0.6	0.58	4.15	3.13	0.044	0.014	Robyn Powell	2020-06-30	KDTOL10294	-	""	""	""	""	""	""
Sparganium erectum	lpSpaErec1.hap1.1	Chromosome	485592283	485559883	lpSpaErec1	2	31	99.7351	99.7519	0.248116	0.264872	475618238	476323576	200978442	201276492	274639795	275047084	87.0477	96.4829	0.17466	0.17466	RBGK	MC9230	DTOL	Angiosperm	Typhaceae	Sparganium	erectum	<Petro	OXPRO	128.07	490.11	3.91	2.85	3.827	131.06	495.39	1.18	1.19	0.6	0.58	4.15	3.13	0.044	0.014	Robyn Powell	2020-06-30	KDTOL10294	-	""	""	""	""	""	""
Sparganium erectum	lpSpaErec1.hap1.2	Chromosome	485592283	485559883	lpSpaErec1	2	31	99.7351	99.7519	0.248116	0.264872	475618238	476323576	200978442	201276492	274639795	275047084	87.0477	96.4829	0.17466	0.17466	RBGK	MC9230	DTOL	Angiosperm	Typhaceae	Sparganium	erectum	<Petro	OXPRO	128.07	490.11	3.91	2.85	3.827	131.06	495.39	1.18	1.19	0.6	0.58	4.15	3.13	0.044	0.014	Robyn Powell	2020-06-30	KDTOL10294	-	""	""	""	""	""	""
Spergula arvensis	dcSpeArve1.hap1.1	Chromosome	348066997	348055097	dcSpeArve1	2	31	99.9793	100	0	0.0207003	361839438	362498225	145643094	145908261	216196344	216589964	82.9214	96.8518	0.0716504	0.0716504	RBGK	MC9561	DTOL	Angiosperm	Caryophyllaceae	Spergula	arvensis	<Petro	GPB3%PVP	205.18	526.48	4.41	3.16	2.566	206.63	533.2	1.75	1.74	0.87	0.85	4.16	3.06	0.016	0.011	Nacho	2020-06-20	KDTOL10852	2C = 2.1pg	""	""	""	""	""	""
Spergula arvensis	dcSpeArve1.hap2.1	Scaffold	343863668	343853668	dcSpeArve1	2	31	99.9793	100	0	0.0207003	361839438	362498225	145643094	145908261	216196344	216589964	82.9214	96.8518	0.0716504	0.0716504	RBGK	MC9561	DTOL	Angiosperm	Caryophyllaceae	Spergula	arvensis	<Petro	GPB3%PVP	205.18	526.48	4.41	3.16	2.566	206.63	533.2	1.75	1.74	0.87	0.85	4.16	3.06	0.016	0.011	Nacho	2020-06-20	KDTOL10852	2C = 2.1pg	""	""	""	""	""	""
Spergularia bocconei	dcSpeBocc1.1 alternate haplotype	Contig	1362282	1362282	dcSpeBocc1	2	31	83.2375	100	0	16.7625	268072860	268379316	107329217	107451914	160743643	160927402	87.8229	94.1864	0.18627	0.18627	RBGK	MC9365	DTOL	Angiosperm	Caryophyllaceae	Spergularia	bocconei	<Solanum	GPB3%PVP	186.99	319.97	4.8	2.87	1.711	190.47	327	1.16	1.15	0.58	0.56	4.72	3.3	0.03	0.033	Sahr Mian		""	1.09 (diff sp)	""	""	""	""	""	""
Spergularia bocconei	dcSpeBocc1.1	Chromosome	466152782	466113582	dcSpeBocc1	2	31	83.2375	100	0	16.7625	268072860	268379316	107329217	107451914	160743643	160927402	87.8229	94.1864	0.18627	0.18627	RBGK	MC9365	DTOL	Angiosperm	Caryophyllaceae	Spergularia	bocconei	<Solanum	GPB3%PVP	186.99	319.97	4.8	2.87	1.711	190.47	327	1.16	1.15	0.58	0.56	4.72	3.3	0.03	0.033	Sahr Mian		""	1.09 (diff sp)	""	""	""	""	""	""
Spergularia marina	dcSpeMari1.1 alternate haplotype	Contig	2910661	2910661	dcSpeMari1	2	31	94.3274	94.5535	5.44647	5.67263	274120375	274471781	117141034	117291202	156979340	157180579	85.8954	94.6738	0.139006	0.139006	RBGE	DMR54	DTOL	Angiosperm	Caryophyllaceae	Spergularia	marina	<Solanum	OXPRO	118.83	195.26	3.55	3.88	1.643	123.38	202.21	1.22	1.22	0.61	0.6	3.67	4.53	0.014	0.01	Robyn Powell	2020-06-23	""	-	""	""	""	""	""	""
Spergularia marina	dcSpeMari1.1	Chromosome	499288027	499246199	dcSpeMari1	2	31	94.3274	94.5535	5.44647	5.67263	274120375	274471781	117141034	117291202	156979340	157180579	85.8954	94.6738	0.139006	0.139006	RBGE	DMR54	DTOL	Angiosperm	Caryophyllaceae	Spergularia	marina	<Solanum	OXPRO	118.83	195.26	3.55	3.88	1.643	123.38	202.21	1.22	1.22	0.61	0.6	3.67	4.53	0.014	0.01	Robyn Powell	2020-06-23	""	-	""	""	""	""	""	""
Sphagnum contortum	csSphCont2.1	Chromosome	371715723	371641904	csSphCont2	2	31	99.4551	99.4867	0.51326	0.54487	380286258	381083117	53641605	53754006	326644654	327329111	88.0757	93.0049	0.950529	0.950529	RBGE	DB1541	DTOL	Bryophyte	""	Sphagnum	contortum	<Oryza	OXPRO	223.09	495.86	4.77	2.59	2.223	232.8	512.92	0.9	0.91	0.45	0.44	4.17	2.33	0.017	0.007	Sahr Mian	2020-06-02	""	""	""	""	""	""	""	""
Sphagnum contortum	csSphCont2.2	Chromosome	370554578	370480959	csSphCont2	2	31	99.4551	99.4867	0.51326	0.54487	380286258	381083117	53641605	53754006	326644654	327329111	88.0757	93.0049	0.950529	0.950529	RBGE	DB1541	DTOL	Bryophyte	""	Sphagnum	contortum	<Oryza	OXPRO	223.09	495.86	4.77	2.59	2.223	232.8	512.92	0.9	0.91	0.45	0.44	4.17	2.33	0.017	0.007	Sahr Mian	2020-06-02	""	""	""	""	""	""	""	""
Sphagnum girgensohnii	csSphGirg1.1	Chromosome	432376067	432297867	csSphGirg1	1	31					388310626	388961035	64627353	64735602	323683273	324225433	88.3194	96.8973	0.936192	0.936192	RBGE	DB1663	DTOL	Bryophyte	Sphagnaceae	Sphagnum	girgensohnii	<Oryza	OXPRO	222.52	415.33	4.46	3.74	1.866	226.86	425.24	1.07	1.07	0.53	0.52	5.09	4.1	0.007	0.004	Sahr Mian	2020-03-17	""	""	""	""	""	""	""	""
Sphagnum lindbergii	csSphLind2.1	Chromosome	401155127	401070267	csSphLind2	2	31	40.2657	100	0	59.7343	198733395	199332446	36484254	36594230	162249140	162738216	88.2166	95.1129	1.29344	1.29344	RBGE	DB1888	DTOL	Bryophyte	Sphagnaceae	Sphagnum	lindbergii	<Oryza	GPB3%PVP	197.56	425.18	4.27	2.97	2.152	197.06	423.45	0.93	0.93	0.47	0.46	4.28	3.17	0.005	0.002	Nacho	2020-11-01	""	""	""	""	""	""	""	""
Sphagnum palustre	csSphPalu1.1	Chromosome	842997006	842559606	csSphPalu1	2	31	94.0489	94.4131	5.58686	5.95111	411023282	417032453	110061686	111670791	300961596	305361662	90.1368	97.4483	1.09845	1.09845	RBGE	DB1662	DTOL	Bryophyte	Sphagnaceae	Sphagnum	palustre	<Solanum	OXPRO	226.53	437.77	3.92	3.33	1.933	231.09	447.45	2.05	2.05	1.02	1	3.94	3.53	0.006	0.006	Sahr Mian	2020-03-16	""	""	""	""	""	""	""	""
Sphagnum riparium	csSphRipa1.1	Chromosome	379005135	378969601	csSphRipa1	2	31	0	100	0	100	196170743	196369832	24653875	24678895	171516868	171690936	93.6454	96.497	0.915512	0.915512	RBGE	DB1895	DTOL	Bryophyte	Sphagnaceae	Sphagnum	riparium	<Oryza	GPB3%PVP	192.48	433.43	5.72	3.58	2.252	194.84	438.98	0.89	0.89	0.44	0.43	5.03	3.78	0.004	0.001	Nacho	2020-11-01	""	""	""	""	""	""	""	""
Sphagnum rubellum	csSphRube1.1	Chromosome	426281820	426219470	csSphRube1	2	31	18.9634	100	0	81.0366	202945158	204346997	40651897	40932699	162293261	163414299	85.1643	93.3586	1.5751	1.5751																																		
Sphagnum tenellum	csSphTene1.1	Chromosome	382797331	382671331	csSphTene1	2	31	99.3761	99.3959	0.60413	0.623865	372320392	372968264	51353377	51442737	320967014	321525527	90.8496	95.8923	1.09957	1.09957	RBGE	DB1556	DTOL	Bryophyte	""	Sphagnum	tenellum	<Oryza	OXPRO	139.96	303.61	5.69	3.38	2.169	140.7	309.82	0.92	0.91	0.45	0.44	5.79	3.71	0.029	0.012	Sahr Mian	2020-06-02	""	""	""	""	""	""	""	""
Sphagnum tenellum	csSphTene1.2	Chromosome	386159381	386031581	csSphTene1	2	31	99.3761	99.3959	0.60413	0.623865	372320392	372968264	51353377	51442737	320967014	321525527	90.8496	95.8923	1.09957	1.09957	RBGE	DB1556	DTOL	Bryophyte	""	Sphagnum	tenellum	<Oryza	OXPRO	139.96	303.61	5.69	3.38	2.169	140.7	309.82	0.92	0.91	0.45	0.44	5.79	3.71	0.029	0.012	Sahr Mian	2020-06-02	""	""	""	""	""	""	""	""
Sphagnum teres	csSphTere1.1	Chromosome	397186037	397165163	csSphTere1	2	31	99.8742	99.8931	0.106935	0.125839	466737041	467430552	90445207	90579597	376291834	376850955	89.1126	94.8594	0.853587	0.853587	RBGE	DB1854	DTOL	Bryophyte	Sphagnaceae	Sphagnum	teres	<Oryza	Galbraith	197.72	381.67	4.99	3.34	1.93	197.93	384.26	2.05	2.04	1.02	1	4.82	3.06	0.01	0.01	Nacho	2020-08-31	""	""	1C peak measured.	""	""	""	""	""
